id,student_id,title,description,domain_tags
748,380,AI Resume Screener,Laboriosam harum fugiat commodi praesentium mollitia blanditiis blanditiis nulla temporibus explicabo exercitationem ullam dolores at.,AI/ML
749,381,Library Management Portal,Dolorem quibusdam suscipit recusandae necessitatibus voluptatibus accusamus.,Data Engineering
750,382,Fraud Detection System,Repellat asperiores consectetur debitis aliquam expedita omnis doloribus eos non.,IoT
751,382,Weather Prediction Model,Omnis omnis asperiores vel dignissimos provident repellendus tempore similique ipsam esse facilis mollitia sit.,Web
752,383,AI Resume Screener,Minima eaque possimus magnam amet tempore provident numquam eius dignissimos.,IoT
753,383,Weather Prediction Model,Sapiente maxime esse mollitia commodi quam ratione alias doloremque.,Data Engineering
754,383,Library Management Portal,Officiis iste beatae libero alias eius fugit repudiandae assumenda eius non libero sint.,Mobile
755,384,AI Resume Screener,Ipsam dolore fugit optio minus optio adipisci quis vel tenetur quidem excepturi repudiandae.,AI/ML
756,384,AI Resume Screener,Repellat nihil quidem exercitationem repudiandae ipsa incidunt quas quasi animi autem.,AI/ML
757,385,IoT Smart Campus,Veritatis ut enim voluptatibus modi incidunt quaerat quisquam ea vero iusto voluptatibus dolores.,Data Engineering
758,386,Fraud Detection System,Eligendi placeat earum voluptatum quo eos necessitatibus.,AI/ML
759,387,Library Management Portal,Nulla facere omnis quos repellat non commodi.,Cloud
760,387,AI Resume Screener,Optio saepe sed ipsam accusantium ab alias facere odit nam illum neque aspernatur tempore mollitia.,Mobile
761,387,Campus Event App,Ipsam ducimus ratione ea libero dolorem cupiditate sit.,Cloud
762,388,Weather Prediction Model,Doloremque omnis delectus magni ipsam et mollitia.,Data Engineering
763,388,Fraud Detection System,Aperiam quaerat ea ducimus perspiciatis similique explicabo quaerat nobis expedita.,Mobile
764,389,Chatbot Assistant,Magni beatae aspernatur dignissimos necessitatibus repudiandae perspiciatis architecto.,AI/ML
765,390,IoT Smart Campus,Soluta corporis eveniet ratione ex illum officiis iusto voluptate numquam cum aliquid ut.,IoT
766,391,Placement Analytics Dashboard,Ad non repellat magni quos magni neque exercitationem dolor rerum adipisci quas fugit voluptatum aspernatur aspernatur.,Data Engineering
767,392,IoT Smart Campus,Natus voluptatum occaecati quasi molestiae commodi soluta reiciendis non omnis.,Cloud
768,392,Library Management Portal,Ipsam eaque saepe eos doloribus doloribus quisquam facere iste quibusdam blanditiis dolores quasi sunt facere.,Cloud
769,393,Fraud Detection System,Natus asperiores facere laborum dolorem ratione dolorem repudiandae voluptates unde doloribus tenetur.,Cloud
770,394,AI Resume Screener,Pariatur non recusandae exercitationem blanditiis illum magnam corrupti laudantium sunt dicta debitis iste cumque in quisquam.,IoT
771,394,AI Resume Screener,Quia consectetur alias inventore porro voluptatibus consequatur sint ullam temporibus explicabo illo nam quae.,Web
772,394,Fraud Detection System,Excepturi repudiandae excepturi non autem quam asperiores ullam veniam.,Web
773,395,Placement Analytics Dashboard,Occaecati qui ipsa quidem praesentium quasi quam nihil reprehenderit magni corrupti ab nihil.,Web
774,395,Library Management Portal,Fugit ipsa magni nihil velit atque error exercitationem natus tempore neque sapiente incidunt eum.,Cloud
775,395,AI Resume Screener,Quidem veritatis aliquam velit sunt quasi inventore eius sunt et expedita cumque.,Mobile
776,396,Fraud Detection System,Earum ipsa suscipit enim ullam voluptates quidem unde pariatur consequuntur dignissimos.,Web
777,397,Campus Event App,Quidem ad temporibus vero molestiae reiciendis ab rerum ad dicta velit necessitatibus quasi maxime rerum.,IoT
778,398,E-commerce Recommender,Ullam quaerat ullam blanditiis suscipit laudantium assumenda consequatur eius pariatur voluptas.,Cloud
779,399,AI Resume Screener,Quia dolore asperiores culpa excepturi iste quasi perferendis.,AI/ML
780,400,Chatbot Assistant,Provident et unde inventore ut recusandae et sapiente.,Mobile
781,400,Campus Event App,Alias odio ab consequatur fugiat velit perferendis eaque corrupti repellendus quasi eligendi dicta soluta veritatis similique.,Cloud
782,400,Placement Analytics Dashboard,A architecto nam dignissimos debitis in ea fugit nesciunt odit.,Data Engineering
783,401,Placement Analytics Dashboard,Minus veritatis soluta sapiente soluta pariatur laudantium occaecati nisi molestiae eos dolor vitae tempore.,Mobile
784,402,IoT Smart Campus,In ipsum dolorum incidunt debitis vero optio expedita id consectetur sunt.,Mobile
785,402,Campus Event App,Nobis porro adipisci eaque dolor sed illum natus eum perferendis illum repellat incidunt ea.,Data Engineering
786,402,Library Management Portal,Eaque quas excepturi repellendus est illum nemo.,Cloud
787,403,IoT Smart Campus,Modi quod beatae voluptas nostrum consectetur molestiae veniam accusantium.,Mobile
788,403,Fraud Detection System,At provident totam quisquam mollitia omnis maxime facere dicta culpa modi similique.,Mobile
789,403,IoT Smart Campus,Enim cum fugiat impedit mollitia dolorum accusamus sapiente quidem minima.,Cloud
790,404,AI Resume Screener,Id laborum culpa error dolorem quo dolorum earum commodi quos omnis consectetur qui earum.,IoT
791,405,Attendance Tracker,Asperiores magnam provident quasi accusantium quia molestiae ullam.,AI/ML
792,405,Attendance Tracker,Quasi recusandae deserunt non est eum maiores ad.,AI/ML
793,405,E-commerce Recommender,Itaque aut voluptas nemo fugiat inventore dolore illo eius eligendi praesentium.,Web
794,406,Fraud Detection System,Doloribus accusantium libero hic fuga molestias autem dolore voluptate id doloremque fuga natus odit.,Web
795,407,Fraud Detection System,Corporis occaecati assumenda natus dignissimos velit nisi assumenda illo saepe minima saepe.,Web
796,407,E-commerce Recommender,Animi laudantium illum qui rerum alias porro nisi sit eaque.,Mobile
797,407,Fraud Detection System,Quidem recusandae molestias est officiis eum quae maiores similique voluptatibus.,Web
798,408,IoT Smart Campus,Ullam incidunt aspernatur consectetur accusamus maxime commodi deserunt.,AI/ML
799,408,E-commerce Recommender,Aliquam incidunt cupiditate rem laborum quibusdam molestias id.,Mobile
800,409,Campus Event App,Blanditiis voluptatum quam sunt earum eum suscipit natus cumque enim placeat.,IoT
801,409,Library Management Portal,Veritatis fuga non iusto distinctio ex quia voluptatum unde cum quaerat labore et debitis iusto voluptatibus.,Data Engineering
802,410,Weather Prediction Model,Est deleniti possimus modi ex aperiam iusto.,Mobile
803,411,IoT Smart Campus,Architecto odio sunt exercitationem accusamus deserunt eligendi tenetur incidunt.,Web
804,411,AI Resume Screener,Facilis quisquam vel natus odit dicta nihil aut dolor debitis natus.,Web
805,411,E-commerce Recommender,Reiciendis nesciunt quisquam ex quo nihil eius rem sit.,IoT
806,412,Attendance Tracker,Distinctio a doloremque dolor ut nostrum corporis labore a aspernatur voluptas consequatur rem incidunt.,IoT
807,412,Chatbot Assistant,Eveniet magnam blanditiis nam fugiat harum labore est minima minus sunt sapiente veritatis veniam.,IoT
808,412,IoT Smart Campus,Quae saepe natus laudantium ratione placeat nam ipsa expedita ad facilis.,Cloud
809,413,Weather Prediction Model,Quo exercitationem incidunt nulla soluta ullam deleniti fugiat ut voluptatum deserunt facere deserunt nesciunt.,Web
810,413,Chatbot Assistant,Atque fuga ducimus ullam non alias eius laboriosam aliquam possimus ducimus numquam.,Web
811,413,Weather Prediction Model,Reprehenderit sint unde voluptatum odio laudantium labore soluta quibusdam rem alias adipisci tempora corrupti quasi.,Data Engineering
812,414,Attendance Tracker,Assumenda rerum blanditiis ipsam quae et similique eius sequi.,Cloud
813,415,AI Resume Screener,Qui ex perferendis tempore tempore cumque voluptates quam facilis accusamus optio impedit pariatur aperiam deserunt quis.,Mobile
814,416,IoT Smart Campus,Quas assumenda ipsam eius dicta magnam cupiditate quia saepe.,AI/ML
815,416,AI Resume Screener,Est natus blanditiis iure saepe assumenda ut.,Data Engineering
816,416,AI Resume Screener,Blanditiis at quas delectus nihil vitae quisquam ratione.,Mobile
817,417,E-commerce Recommender,Odit itaque soluta velit est perspiciatis velit sint quibusdam qui.,Mobile
818,417,Attendance Tracker,Amet provident debitis consequuntur et dolorem deleniti sunt debitis eos possimus.,Web
819,418,AI Resume Screener,At explicabo facilis quo minima repudiandae porro cupiditate veniam nesciunt culpa.,AI/ML
820,418,Attendance Tracker,Distinctio praesentium expedita repellat recusandae dignissimos praesentium magnam rerum recusandae at quo ducimus iusto adipisci.,Data Engineering
821,419,AI Resume Screener,Maxime occaecati labore iusto eum natus omnis temporibus.,AI/ML
822,419,IoT Smart Campus,Praesentium occaecati sit ab in ex officia aut totam esse iure delectus.,Web
823,420,Fraud Detection System,Ipsa nulla nisi possimus quasi labore doloribus.,Mobile
824,420,AI Resume Screener,Nobis laboriosam illo aliquam ut doloremque vel unde autem incidunt earum neque.,Data Engineering
825,420,Chatbot Assistant,Adipisci maiores ullam suscipit vitae velit dicta voluptas quibusdam consectetur ex vero voluptas est quisquam reiciendis.,Cloud
826,421,E-commerce Recommender,Id itaque omnis dicta cupiditate esse delectus similique ipsa quam culpa nam quod a.,Cloud
827,421,E-commerce Recommender,Exercitationem iusto placeat praesentium totam pariatur rerum provident quis.,Cloud
828,421,AI Resume Screener,Harum et vel id eveniet eligendi perferendis sit.,Cloud
829,422,Chatbot Assistant,Hic asperiores laborum qui nesciunt dolore non quisquam fuga excepturi reprehenderit nostrum quibusdam totam officia consequuntur.,Web
830,423,Chatbot Assistant,Aliquid error at fugit debitis corrupti est perferendis laboriosam ea.,Web
831,423,IoT Smart Campus,Debitis id maxime autem rem expedita quasi omnis illo rem cum consectetur magni.,IoT
832,424,Weather Prediction Model,Accusamus officiis pariatur in amet incidunt quia blanditiis rem tenetur magnam quos quae sapiente.,Cloud
833,424,Fraud Detection System,Beatae debitis incidunt quis sit aspernatur ab veniam provident ducimus maiores nostrum.,Data Engineering
834,424,E-commerce Recommender,Ipsa iure aliquam sint itaque amet nobis fuga incidunt perferendis quisquam ad eaque eos.,Web
835,425,IoT Smart Campus,Accusantium eveniet odio nisi facere alias qui dolorum assumenda atque quas odio inventore.,IoT
836,426,Campus Event App,Exercitationem itaque nulla ullam temporibus ut reprehenderit necessitatibus aliquam eveniet alias.,Web
837,426,Weather Prediction Model,Voluptate odit sunt fugit voluptatem aspernatur unde quibusdam in ad veniam ducimus officiis sunt saepe inventore.,Web
838,426,E-commerce Recommender,Recusandae necessitatibus voluptatum nulla molestiae recusandae possimus aliquid.,Cloud
839,427,Chatbot Assistant,Labore quis ipsa quia quod eius perferendis non tenetur perspiciatis earum illum accusantium impedit consectetur.,IoT
840,428,Fraud Detection System,Iure ratione odio atque dolore quae dolore nostrum quas non itaque.,Web
841,428,Library Management Portal,Odio eveniet harum ut accusamus excepturi expedita ipsam iure quia distinctio possimus perferendis.,Data Engineering
842,428,Library Management Portal,Illo optio necessitatibus aspernatur laborum voluptates assumenda quibusdam minus esse quibusdam.,Web
843,429,IoT Smart Campus,Perferendis adipisci numquam cumque expedita inventore voluptatum ad voluptate nam laudantium doloremque ullam consectetur.,Data Engineering
844,429,E-commerce Recommender,Veniam commodi id distinctio beatae enim sint quisquam voluptates voluptatem mollitia explicabo dolor tempore eius quo.,Mobile
845,430,Attendance Tracker,Autem suscipit vero quis et modi hic similique libero iure repudiandae ipsum unde debitis enim minus.,Cloud
846,430,AI Resume Screener,Quis omnis placeat atque neque in in deleniti adipisci dolore non magnam.,Mobile
847,431,Chatbot Assistant,Nobis quasi veniam eveniet dolorum necessitatibus iusto at.,Data Engineering
848,431,AI Resume Screener,Ad nobis ratione harum maiores deserunt totam itaque quam dolores iusto quae.,AI/ML
849,432,Attendance Tracker,Eum eos tempora dignissimos itaque doloribus nobis voluptatibus reiciendis voluptate.,IoT
850,433,Fraud Detection System,Odit rem saepe sit tenetur doloribus quam architecto quibusdam placeat illo maxime iusto harum.,Web
851,434,E-commerce Recommender,Vero sunt modi quaerat non voluptatibus quaerat ipsa repudiandae animi repellat repudiandae quam.,AI/ML
852,435,Placement Analytics Dashboard,Facilis quaerat maiores officiis inventore commodi corporis.,Data Engineering
853,435,IoT Smart Campus,Quidem neque recusandae quam facilis omnis consequuntur doloribus laboriosam eaque ex.,Data Engineering
854,435,Campus Event App,Itaque quae quibusdam quidem exercitationem porro ex ipsum.,IoT
855,436,IoT Smart Campus,Necessitatibus nisi quis corporis enim dolore fuga facilis eos velit culpa.,Data Engineering
856,436,IoT Smart Campus,Labore ipsam eos quia possimus corporis eos fugit odio adipisci distinctio.,IoT
857,437,Weather Prediction Model,Corrupti accusamus facilis magni sit maxime labore tempore voluptas officia nesciunt.,AI/ML
858,437,Fraud Detection System,Et fugiat sint laborum cumque minima cupiditate tempore accusamus veniam exercitationem est dolore eius.,AI/ML
859,437,Placement Analytics Dashboard,Officiis explicabo itaque totam temporibus saepe sapiente quos minima.,Web
860,438,IoT Smart Campus,Qui facilis adipisci occaecati veritatis magni earum vitae sed modi.,Data Engineering
861,438,Chatbot Assistant,Voluptas animi necessitatibus dolorum ducimus qui porro officiis.,IoT
862,438,IoT Smart Campus,Dolorem quaerat debitis voluptatem eaque eius quia quasi totam temporibus.,Web
863,439,Placement Analytics Dashboard,Minima aperiam dolorem nesciunt neque iure modi quos eum.,Cloud
864,439,Library Management Portal,Deserunt blanditiis assumenda deserunt molestiae dolor laborum necessitatibus.,Cloud
865,439,IoT Smart Campus,Inventore temporibus quam ipsam odit nihil odio quidem voluptatibus dolorum illum earum occaecati eveniet laboriosam eligendi.,Web
866,440,AI Resume Screener,Eaque minus exercitationem perspiciatis magnam numquam beatae quidem delectus ab tempora.,Web
867,441,IoT Smart Campus,Iusto cum aperiam inventore esse unde ipsam odit molestiae delectus quod quis distinctio magnam eum.,Web
868,441,Placement Analytics Dashboard,Iusto placeat unde distinctio perferendis eum deleniti id cupiditate culpa optio eveniet maiores labore nisi.,Mobile
869,442,Weather Prediction Model,Quod earum ut iusto sequi esse corporis ex explicabo quia ipsum incidunt hic.,Data Engineering
870,442,Chatbot Assistant,Ab velit animi illum officia consequuntur itaque earum repellendus dicta optio ducimus rerum.,Web
871,443,Attendance Tracker,Eum ratione eveniet nam dicta dolor magnam.,Mobile
872,444,E-commerce Recommender,Autem doloribus eveniet laboriosam quam iusto voluptas aliquid optio porro tenetur.,AI/ML
873,444,Library Management Portal,Dolorum voluptates nesciunt animi animi exercitationem modi ipsa eligendi iusto sunt asperiores voluptate quasi.,Mobile
874,444,E-commerce Recommender,Soluta nihil nemo natus ipsa eveniet molestias optio nam.,Mobile
875,445,Fraud Detection System,Porro consequuntur quo sit praesentium qui vero facere quo quibusdam dolor.,AI/ML
876,446,E-commerce Recommender,Iusto itaque ex perspiciatis provident ducimus quibusdam ad blanditiis illum id laborum.,Web
877,446,IoT Smart Campus,Rerum animi voluptatibus fuga natus voluptatum vero.,IoT
878,447,Fraud Detection System,Ratione laudantium nemo odio quasi natus voluptate quos minus reiciendis sed assumenda.,Data Engineering
879,448,Chatbot Assistant,Nostrum voluptatibus quibusdam quisquam inventore eius iste sunt qui officiis asperiores officia excepturi minus.,AI/ML
880,448,Fraud Detection System,Suscipit illo eos numquam harum ab eum corrupti sequi nesciunt quisquam minus officiis.,AI/ML
881,449,E-commerce Recommender,Quo nemo explicabo sunt sint corrupti quo dignissimos delectus ad.,Mobile
882,449,AI Resume Screener,Velit aliquam consectetur expedita architecto sit unde omnis dicta cum voluptatibus doloremque ullam quo ad soluta.,Mobile
883,450,Campus Event App,Commodi veniam ad sint sequi dignissimos aliquid ipsa dicta quo nihil commodi voluptas.,Mobile
884,451,Placement Analytics Dashboard,Totam quam commodi quidem blanditiis laudantium non quibusdam et deleniti voluptates reiciendis facere ducimus.,Mobile
885,451,Weather Prediction Model,Velit accusamus fugit in vitae aut facere est.,AI/ML
886,452,AI Resume Screener,Ipsa sed error voluptatum assumenda officia harum iusto.,Web
887,452,IoT Smart Campus,Quas tempore aliquid sed debitis ab maxime consequuntur iusto aliquam nisi.,Cloud
888,453,AI Resume Screener,Sint optio fuga impedit culpa cupiditate vel vitae quia repellat.,Data Engineering
889,454,Campus Event App,Facilis unde ratione adipisci dignissimos illo fuga sapiente numquam.,AI/ML
890,454,E-commerce Recommender,Quos ex suscipit alias sit totam aliquid.,IoT
891,455,Weather Prediction Model,Quis quam cumque aut expedita dolore in architecto voluptas iure impedit tempore.,Data Engineering
892,456,Chatbot Assistant,Consequatur nobis odio est iusto temporibus consectetur omnis facilis nostrum quaerat labore quibusdam.,Mobile
893,456,Campus Event App,Deserunt dolor consectetur velit dolorem aspernatur atque illo suscipit autem dolorem delectus optio eveniet voluptate.,Data Engineering
894,457,AI Resume Screener,Maxime neque sunt quis consectetur in optio neque vel alias temporibus harum aliquid dicta delectus corporis.,Mobile
895,457,Library Management Portal,Saepe dolores id accusamus laboriosam similique deleniti.,Data Engineering
896,457,Campus Event App,Illo voluptatibus iste ea ipsam quia omnis maiores excepturi voluptatum delectus exercitationem sit quo itaque.,Web
897,458,Weather Prediction Model,Pariatur exercitationem maxime aperiam facilis odit vitae commodi.,IoT
898,458,Chatbot Assistant,Voluptate rerum blanditiis quae commodi expedita iste mollitia vel vitae.,AI/ML
899,459,AI Resume Screener,Delectus reprehenderit suscipit magni consequuntur perspiciatis quod dicta quia minima quod natus minus aliquid.,Web
900,459,E-commerce Recommender,Facilis dolorem veniam minus fugiat aut cumque odio nulla sapiente quibusdam corrupti velit non similique.,Web
901,459,Campus Event App,Aliquid voluptas id harum maxime in labore eum quam error asperiores.,AI/ML
902,460,Chatbot Assistant,Pariatur dignissimos quasi nisi architecto quidem consequuntur laboriosam cum voluptas voluptate voluptatem hic cum in.,Data Engineering
903,460,Campus Event App,Deserunt rerum architecto vitae eius tempora commodi qui velit corrupti ipsam perferendis quis ab blanditiis est.,AI/ML
904,461,Library Management Portal,Quo nisi doloremque ipsa reprehenderit molestiae nostrum corrupti.,Web
905,461,E-commerce Recommender,Soluta veniam aliquam saepe ducimus occaecati incidunt cumque quae sint laborum enim.,IoT
906,461,Weather Prediction Model,Aut voluptatum nobis nobis facere sit pariatur saepe vitae in odit sint eius quam eius.,AI/ML
907,462,Library Management Portal,Odit eveniet pariatur dolorum explicabo accusamus quae laborum nesciunt dolore inventore.,Cloud
908,462,Campus Event App,Aut quos provident natus saepe fugiat maxime unde fugit nobis nihil.,IoT
909,463,IoT Smart Campus,Nemo blanditiis quisquam facere perferendis temporibus in hic.,Data Engineering
910,463,Weather Prediction Model,Expedita ratione sequi nemo minima velit repellat.,IoT
911,464,AI Resume Screener,Quia inventore tenetur dolor debitis occaecati eveniet eos impedit adipisci itaque tempora facere placeat explicabo vitae.,AI/ML
912,465,Campus Event App,Ipsum aliquid itaque voluptatibus ea recusandae distinctio quo molestias eum illo.,Web
913,466,Placement Analytics Dashboard,Quos cupiditate libero at explicabo modi rem vitae et esse totam at.,Cloud
914,466,Attendance Tracker,Est libero delectus fugit eaque provident expedita rem tempore quidem vero eum beatae.,IoT
915,467,Chatbot Assistant,Est magni odit eos nam debitis nulla asperiores at quae totam optio sequi corporis excepturi explicabo.,IoT
916,468,Placement Analytics Dashboard,Ullam aut vero repellendus suscipit eos necessitatibus aspernatur voluptatum.,Cloud
917,468,Library Management Portal,Repudiandae doloribus culpa voluptatibus ad dolore possimus dolor soluta ipsam repellat corporis error.,Data Engineering
918,469,Library Management Portal,Similique laboriosam ipsa nam voluptatum deleniti delectus.,Mobile
919,469,Weather Prediction Model,Neque occaecati suscipit voluptatem quia provident voluptatem rem ea fuga tempore vel eum explicabo vero.,AI/ML
920,470,Campus Event App,Eum repudiandae praesentium recusandae neque atque totam voluptates provident.,Cloud
921,471,Campus Event App,Et rem nobis quam quaerat officia mollitia voluptates iure nemo amet nulla libero ipsa veritatis.,Cloud
922,471,E-commerce Recommender,Ad ipsum officiis tempore labore provident aperiam explicabo veritatis.,Web
923,471,E-commerce Recommender,Necessitatibus veniam quas quae laudantium provident velit voluptates dolor iste modi.,AI/ML
924,472,Weather Prediction Model,Ex necessitatibus soluta veniam corporis molestiae placeat et ab non quae.,Web
925,472,Library Management Portal,Nesciunt quo architecto aperiam impedit cum deserunt voluptatem quo voluptatibus saepe adipisci.,Web
926,472,AI Resume Screener,Quas ex atque illo praesentium placeat rem fugit labore sed delectus est debitis inventore.,IoT
927,473,IoT Smart Campus,Libero delectus illo dolorem voluptates odio excepturi quibusdam minima accusantium non.,IoT
928,473,Campus Event App,Animi fuga cumque vitae minus a harum adipisci temporibus natus similique veritatis deleniti nulla delectus.,Cloud
929,473,Fraud Detection System,Voluptate atque placeat culpa fugiat debitis ipsam sapiente quo magni.,Web
930,474,Campus Event App,Adipisci aliquam modi vero velit rem est eos expedita debitis maxime tempore libero.,IoT
931,474,AI Resume Screener,Culpa nostrum excepturi iste omnis rerum quos velit pariatur aperiam doloribus consequuntur vero laudantium recusandae aliquam.,Web
932,474,Weather Prediction Model,Totam ullam repellat tenetur provident saepe atque maxime.,Web
933,475,Attendance Tracker,Tenetur natus praesentium maxime quidem officia eligendi consequatur quis eos numquam illo.,Mobile
934,476,Placement Analytics Dashboard,Aspernatur ad aut natus non esse voluptatibus quo quo praesentium minus aliquam.,Data Engineering
935,477,AI Resume Screener,Esse nesciunt tempore molestiae odit qui modi aliquid.,Web
936,477,Weather Prediction Model,Harum explicabo modi reprehenderit placeat inventore magni sed magni perspiciatis aliquid.,AI/ML
937,477,IoT Smart Campus,Atque veniam tempora quae asperiores dignissimos dignissimos odit accusamus ullam.,Data Engineering
938,478,Attendance Tracker,Tempore blanditiis enim temporibus optio totam ex debitis harum dolorem.,IoT
939,478,Chatbot Assistant,Aliquid consequuntur doloribus pariatur sunt in necessitatibus sint numquam dignissimos soluta qui earum.,Web
940,479,Placement Analytics Dashboard,Impedit impedit eius tempore repellendus laborum nobis.,Data Engineering
941,479,Weather Prediction Model,Possimus aliquam quisquam consectetur porro architecto beatae culpa ratione architecto modi cumque qui veritatis quaerat possimus.,Cloud
942,480,E-commerce Recommender,Modi eligendi necessitatibus autem blanditiis reprehenderit sunt veniam mollitia libero consectetur.,AI/ML
943,480,E-commerce Recommender,Iusto autem dolorem rerum delectus quis rem.,AI/ML
944,480,E-commerce Recommender,Ipsa fuga qui ipsam quisquam optio magnam voluptate quisquam quam.,Mobile
945,481,Weather Prediction Model,Necessitatibus veniam exercitationem veniam ullam expedita dicta.,IoT
946,481,Chatbot Assistant,Hic corrupti eos aperiam delectus deserunt omnis ipsa.,Web
947,482,Placement Analytics Dashboard,Architecto doloribus minus nam corporis vitae animi placeat illum modi nulla cumque ut.,Web
948,483,Chatbot Assistant,Alias temporibus placeat ab a animi harum necessitatibus sequi quis alias molestias.,AI/ML
949,484,Library Management Portal,Officiis tenetur vel officia eligendi nulla ipsum.,Mobile
950,485,AI Resume Screener,Placeat nostrum exercitationem voluptates iste ullam corrupti modi facere corporis.,Cloud
951,485,Campus Event App,Vitae harum ducimus cum qui inventore error aliquam illum.,Data Engineering
952,486,Chatbot Assistant,Sequi voluptates commodi occaecati dignissimos illo sunt itaque iste veritatis iure excepturi pariatur consequatur minus.,Data Engineering
953,486,E-commerce Recommender,Dolor deleniti deserunt sit omnis nulla tempore molestias quisquam illum.,Mobile
954,487,Placement Analytics Dashboard,Distinctio consequuntur autem officiis error rerum quo numquam amet dolor mollitia.,AI/ML
955,488,Campus Event App,Optio vel inventore velit ad dignissimos necessitatibus cupiditate voluptates.,Cloud
956,488,Chatbot Assistant,Quo odit nemo reiciendis corrupti et doloribus qui quis laborum nostrum quis minus occaecati alias.,Mobile
957,488,Chatbot Assistant,Ratione assumenda ab similique amet sequi et temporibus.,IoT
958,489,IoT Smart Campus,Quia vero esse architecto numquam et temporibus ipsum excepturi cupiditate.,Cloud
959,489,Chatbot Assistant,Aut natus tempore corrupti impedit minus nulla culpa mollitia iusto voluptatem.,Cloud
960,489,E-commerce Recommender,Voluptate optio corporis ipsam quidem consequatur fugit fugit cupiditate accusantium.,Web
961,490,Weather Prediction Model,Ut nesciunt delectus tempora voluptas veniam necessitatibus suscipit voluptates suscipit architecto consequatur.,Cloud
962,491,Campus Event App,Perspiciatis totam beatae vel vero deserunt odio eos recusandae ratione explicabo.,AI/ML
963,492,Fraud Detection System,Accusamus tempora in cumque sed deleniti eligendi maxime totam laudantium temporibus amet dolores esse.,IoT
964,492,Placement Analytics Dashboard,Voluptatum excepturi earum voluptatum omnis optio ex adipisci sit unde ab nemo esse dicta.,AI/ML
965,492,Attendance Tracker,Fugit alias perferendis possimus excepturi rem sequi quos illum exercitationem velit quaerat mollitia laborum.,Cloud
966,493,Library Management Portal,Assumenda ipsum perferendis rem totam similique tempore ad consectetur quis doloribus.,IoT
967,494,IoT Smart Campus,Fuga culpa reiciendis quod sint ab accusamus rem sit.,AI/ML
968,495,E-commerce Recommender,Architecto nesciunt vitae voluptas occaecati ex pariatur nostrum animi consequuntur ullam unde delectus quaerat at inventore.,Mobile
969,495,Library Management Portal,Distinctio quaerat harum numquam deserunt repellendus provident libero provident iusto.,IoT
970,495,IoT Smart Campus,Sint aperiam delectus ab debitis deserunt corporis molestiae voluptate praesentium praesentium asperiores deleniti eum voluptatibus cum.,Web
971,496,Placement Analytics Dashboard,Error impedit odit dolor dolorum exercitationem dolores ab tempora placeat eligendi cum aperiam laudantium temporibus animi.,Web
972,496,Attendance Tracker,Aspernatur quisquam quaerat accusamus quia at nihil totam facere perspiciatis perspiciatis aperiam ea.,Web
973,496,IoT Smart Campus,Iste quia laboriosam libero quis et voluptatum deleniti nesciunt aliquam explicabo iure.,Data Engineering
974,497,IoT Smart Campus,Eveniet recusandae veniam illo sit iure corrupti qui harum veniam sit ratione fugit sit.,Mobile
975,497,Chatbot Assistant,Id accusamus recusandae optio cupiditate nihil delectus atque hic.,Mobile
976,497,AI Resume Screener,Earum deserunt libero culpa rerum sequi eius deleniti non.,Data Engineering
977,498,Library Management Portal,Inventore veniam cum voluptas animi vero architecto eum labore enim doloremque velit rem impedit.,AI/ML
978,498,IoT Smart Campus,Vero occaecati excepturi est nulla nostrum nobis.,Data Engineering
979,499,Campus Event App,Eligendi quam rem sint fuga voluptas aperiam ipsum impedit distinctio eveniet doloremque sit est totam.,AI/ML
980,499,E-commerce Recommender,Ratione nam neque ex deserunt consectetur eum odio voluptas dolorem nihil dolores reprehenderit laborum.,Cloud
981,499,Campus Event App,Tempora et sunt fugit corrupti eum minus iure tempore veniam quas architecto harum deserunt.,IoT
982,500,Fraud Detection System,Quae facilis quod labore dolore a explicabo nulla natus quos vero.,AI/ML
983,500,Attendance Tracker,Voluptates non modi reprehenderit officia vero nisi blanditiis quasi quasi deserunt reiciendis eligendi ratione.,AI/ML
